block_num,builder_id,proposer_id,builder_stake,proposer_stake,total_gas_fee,total_mev_available,bid_value,builder_reinvestment_factor,proposer_reinvestment_factor
967,builder_7,proposer_3,256000000000.0,160000000000.0,10119999,0,10119999.0,False,True
968,builder_2,proposer_13,256000000000.0,32000000000.0,20619999,0,20619999.0,True,True
969,builder_19,proposer_15,64000000000.0,320000000000.0,27120001,0,27120001.0,True,False
970,builder_1,proposer_11,32000000000.0,64000000000.0,28940000,0,28940000.0,False,True
971,builder_17,proposer_3,64000000000.0,160000000000.0,7019999,164000,7187279.0,True,True
972,builder_3,proposer_13,32000000000.0,32000000000.0,34319998,33300,34353631.0,True,True
973,builder_18,proposer_3,64000000000.0,160000000000.0,27080001,0,27080001.0,True,True
974,builder_18,proposer_7,64000000000.0,32000000000.0,45599999,0,45599999.0,True,False
975,builder_12,proposer_19,256000000000.0,320000000000.0,6219999,510000,6770799.0,True,False
976,builder_14,proposer_0,96000000000.0,160000000000.0,1140000,17700000,19371000.0,False,True
977,builder_10,proposer_13,32000000000.0,32000000000.0,19082000,0,19082000.0,True,True
978,builder_9,proposer_8,64000000000.0,160000000000.0,31500000,0,31500000.0,False,False
979,builder_17,proposer_0,64000000000.0,160000000000.0,7200001,14200,7214485.0,True,True
980,builder_11,proposer_3,256000000000.0,160000000000.0,19220001,0,19220001.0,True,True
981,builder_9,proposer_0,64000000000.0,160000000000.0,54220000,959000,55198180.0,False,True
982,builder_9,proposer_0,64000000000.0,160000000000.0,27279998,0,27279998.0,False,True
983,builder_6,proposer_15,32000000000.0,320000000000.0,6420001,0,6420001.0,True,False
984,builder_3,proposer_18,32000000000.0,32000000000.0,38339998,545000,38890448.0,True,False
985,builder_13,proposer_9,32000000000.0,160000000000.0,45120001,0,45120001.0,True,False
986,builder_5,proposer_9,256000000000.0,160000000000.0,49700000,0,49700000.0,False,False
987,builder_17,proposer_14,64000000000.0,64000000000.0,25419999,0,25419999.0,True,True
988,builder_11,proposer_6,256000000000.0,160000000000.0,48120001,33300,48155965.0,True,True
989,builder_5,proposer_15,256000000000.0,320000000000.0,410000,17700000,19526000.0,False,False
990,builder_15,proposer_19,32000000000.0,320000000000.0,6780001,195000,6976951.0,True,False
991,builder_0,proposer_10,64000000000.0,160000000000.0,38310001,33300,38343967.0,False,False
992,builder_8,proposer_4,96000000000.0,64000000000.0,13420000,17700000,31651000.0,False,False
993,builder_0,proposer_1,64000000000.0,64000000000.0,24320000,0,24320000.0,False,True
994,builder_7,proposer_5,256000000000.0,32000000000.0,43439999,0,43439999.0,False,False
995,builder_7,proposer_18,256000000000.0,32000000000.0,20690001,0,20690001.0,False,False
996,builder_16,proposer_19,32000000000.0,320000000000.0,19189999,0,19189999.0,True,False
997,builder_5,proposer_2,256000000000.0,160000000000.0,5160001,24890000,32041201.0,False,True
998,builder_15,proposer_11,32000000000.0,64000000000.0,8099999,0,8099999.0,True,True
999,builder_2,proposer_5,256000000000.0,32000000000.0,394003,17700000,19510003.0,True,False
